cards: 2379T | HIGH | rank: 1
cards: 3KK33 | FULL | rank: 706
cards: 43334 | FULL | rank: 707
cards: 44555 | FULL | rank: 708
cards: 44888 | FULL | rank: 709
cards: 44AA4 | FULL | rank: 710
cards: 44AAA | FULL | rank: 711
cards: 47477 | FULL | rank: 712
cards: 477J4 | FULL | rank: 713
cards: 49499 | FULL | rank: 714
cards: 4TT44 | FULL | rank: 715
cards: 4Q4QQ | FULL | rank: 716
cards: 4A4AJ | FULL | rank: 717
cards: 53353 | FULL | rank: 718
cards: 55J33 | FULL | rank: 719
cards: 555TT | FULL | rank: 720
cards: 555AA | FULL | rank: 721
cards: 55775 | FULL | rank: 722
cards: 558J8 | FULL | rank: 723
cards: 56556 | FULL | rank: 724
cards: 566J5 | FULL | rank: 725
cards: 57577 | FULL | rank: 726
cards: 5KKK5 | FULL | rank: 727
cards: 63633 | FULL | rank: 728
cards: 64446 | FULL | rank: 729
cards: 66222 | FULL | rank: 730
cards: 66565 | FULL | rank: 731
cards: 66622 | FULL | rank: 732
cards: 66644 | FULL | rank: 733
cards: 67667 | FULL | rank: 734
cards: 68886 | FULL | rank: 735
cards: 6K6K6 | FULL | rank: 736
cards: 6KK6J | FULL | rank: 737
cards: 6A6JA | FULL | rank: 738
cards: 6AAA6 | FULL | rank: 739
cards: 74474 | FULL | rank: 740
cards: 77227 | FULL | rank: 741
cards: 77999 | FULL | rank: 742
cards: 77TTJ | FULL | rank: 743
cards: 77QQ7 | FULL | rank: 744
cards: 79797 | FULL | rank: 745
cards: 7K7JK | FULL | rank: 746
cards: 82288 | FULL | rank: 747
cards: 83383 | FULL | rank: 748
cards: 85585 | FULL | rank: 749
cards: 87887 | FULL | rank: 750
cards: 88777 | FULL | rank: 751
cards: 88QJQ | FULL | rank: 752
cards: 88QQ8 | FULL | rank: 753
cards: 88KK8 | FULL | rank: 754
cards: 88KKK | FULL | rank: 755
cards: 88A8A | FULL | rank: 756
cards: 89889 | FULL | rank: 757
cards: 8T8JT | FULL | rank: 758
cards: 8Q8QQ | FULL | rank: 759
cards: 8A8AA | FULL | rank: 760
cards: 9J696 | FULL | rank: 761
cards: 95559 | FULL | rank: 762
cards: 9KK9K | FULL | rank: 763
cards: TJT55 | FULL | rank: 764
cards: T99T9 | FULL | rank: 765
cards: TT33T | FULL | rank: 766
cards: TT6T6 | FULL | rank: 767
cards: TT7T7 | FULL | rank: 768
cards: TT88T | FULL | rank: 769
cards: TT9T9 | FULL | rank: 770
cards: TTT22 | FULL | rank: 771
cards: TTKKT | FULL | rank: 772
cards: TTAAT | FULL | rank: 773
cards: TKTKJ | FULL | rank: 774
cards: TAAAT | FULL | rank: 775
cards: QJQ99 | FULL | rank: 776
cards: Q333Q | FULL | rank: 777
cards: Q4Q44 | FULL | rank: 778
cards: Q6QQ6 | FULL | rank: 779
cards: Q9Q99 | FULL | rank: 780
cards: QTTQT | FULL | rank: 781
cards: QTQTQ | FULL | rank: 782
cards: QQJ44 | FULL | rank: 783
cards: QQ555 | FULL | rank: 784
cards: QQ77Q | FULL | rank: 785
cards: QQ99Q | FULL | rank: 786
cards: QQQ33 | FULL | rank: 787
cards: QQQ55 | FULL | rank: 788
cards: QKQKK | FULL | rank: 789
cards: KJK44 | FULL | rank: 790
cards: K4K4K | FULL | rank: 791
cards: K66KK | FULL | rank: 792
cards: KQQQK | FULL | rank: 793
cards: KK555 | FULL | rank: 794
cards: KK7K7 | FULL | rank: 795
cards: KK999 | FULL | rank: 796
cards: KKTTK | FULL | rank: 797
cards: AJ22A | FULL | rank: 798
cards: AJATT | FULL | rank: 799
cards: A3A3A | FULL | rank: 800
cards: A7A77 | FULL | rank: 801
cards: AKAKK | FULL | rank: 802
cards: AA5A5 | FULL | rank: 803
cards: AA77A | FULL | rank: 804
cards: AAAQQ | FULL | rank: 805
cards: JJ225 | FOUR | rank: 806
cards: JJ229 | FOUR | rank: 807
cards: JJ6QQ | FOUR | rank: 808
cards: J228J | FOUR | rank: 809
cards: J3353 | FOUR | rank: 810
cards: J3393 | FOUR | rank: 811
cards: J344J | FOUR | rank: 812
cards: J3666 | FOUR | rank: 813
cards: J4494 | FOUR | rank: 814
cards: J4A4J | FOUR | rank: 815
cards: J77JT | FOUR | rank: 816
cards: J7767 | FOUR | rank: 817
cards: J8555 | FOUR | rank: 818
cards: J8828 | FOUR | rank: 819
cards: J9996 | FOUR | rank: 820
cards: J9QQQ | FOUR | rank: 821
cards: JT88J | FOUR | rank: 822
cards: JTTJ2 | FOUR | rank: 823
cards: JQJ3Q | FOUR | rank: 824
cards: JQQJ5 | FOUR | rank: 825
cards: JQQ6Q | FOUR | rank: 826
cards: JKJ5J | FOUR | rank: 827
cards: JKKJA | FOUR | rank: 828
cards: JAAJT | FOUR | rank: 829
cards: JAAA5 | FOUR | rank: 830
cards: 22JQ2 | FOUR | rank: 831
cards: 222J9 | FOUR | rank: 832
cards: 2222A | FOUR | rank: 833
cards: 22522 | FOUR | rank: 834
cards: 22822 | FOUR | rank: 835
cards: 23222 | FOUR | rank: 836
cards: 25JJ5 | FOUR | rank: 837
cards: 2AAJJ | FOUR | rank: 838
cards: 3JJ88 | FOUR | rank: 839
cards: 33233 | FOUR | rank: 840
cards: 333JT | FOUR | rank: 841
cards: 33363 | FOUR | rank: 842
cards: 3337J | FOUR | rank: 843
cards: 333Q3 | FOUR | rank: 844
cards: 336J3 | FOUR | rank: 845
cards: 33933 | FOUR | rank: 846
cards: 34444 | FOUR | rank: 847
cards: 37333 | FOUR | rank: 848
cards: 38888 | FOUR | rank: 849
cards: 3K333 | FOUR | rank: 850
cards: 3AAJJ | FOUR | rank: 851
cards: 4J244 | FOUR | rank: 852
cards: 4J44A | FOUR | rank: 853
cards: 4J4T4 | FOUR | rank: 854
cards: 4JKKK | FOUR | rank: 855
cards: 422J2 | FOUR | rank: 856
cards: 44J47 | FOUR | rank: 857
cards: 44J84 | FOUR | rank: 858
cards: 44244 | FOUR | rank: 859
cards: 44484 | FOUR | rank: 860
cards: 44744 | FOUR | rank: 861
cards: 454J4 | FOUR | rank: 862
cards: 45444 | FOUR | rank: 863
cards: 4T444 | FOUR | rank: 864
cards: 55J65 | FOUR | rank: 865
cards: 55525 | FOUR | rank: 866
cards: 55553 | FOUR | rank: 867
cards: 5555T | FOUR | rank: 868
cards: 5555Q | FOUR | rank: 869
cards: 555K5 | FOUR | rank: 870
cards: 55955 | FOUR | rank: 871
cards: 56666 | FOUR | rank: 872
cards: 58555 | FOUR | rank: 873
cards: 5QJ55 | FOUR | rank: 874
cards: 6JT66 | FOUR | rank: 875
cards: 6JTTT | FOUR | rank: 876
cards: 6266J | FOUR | rank: 877
cards: 66JK6 | FOUR | rank: 878
cards: 66636 | FOUR | rank: 879
cards: 66667 | FOUR | rank: 880
cards: 66669 | FOUR | rank: 881
cards: 666K6 | FOUR | rank: 882
cards: 67777 | FOUR | rank: 883
cards: 6QQQQ | FOUR | rank: 884
cards: 6KKKK | FOUR | rank: 885
cards: 6AAAA | FOUR | rank: 886
cards: 7JJJ5 | FOUR | rank: 887
cards: 7JJ44 | FOUR | rank: 888
cards: 7JQJ7 | FOUR | rank: 889
cards: 722J2 | FOUR | rank: 890
cards: 76J66 | FOUR | rank: 891
cards: 77477 | FOUR | rank: 892
cards: 7772J | FOUR | rank: 893
cards: 77877 | FOUR | rank: 894
cards: 77977 | FOUR | rank: 895
cards: 7T7J7 | FOUR | rank: 896
cards: 7Q77J | FOUR | rank: 897
cards: 7K77J | FOUR | rank: 898
cards: 7KKKK | FOUR | rank: 899
cards: 7A777 | FOUR | rank: 900
cards: 833J3 | FOUR | rank: 901
cards: 83333 | FOUR | rank: 902
cards: 86666 | FOUR | rank: 903
cards: 8688J | FOUR | rank: 904
cards: 86888 | FOUR | rank: 905
cards: 87888 | FOUR | rank: 906
cards: 885JJ | FOUR | rank: 907
cards: 88882 | FOUR | rank: 908
cards: 88Q88 | FOUR | rank: 909
cards: 88KJ8 | FOUR | rank: 910
cards: 88K88 | FOUR | rank: 911
cards: 89888 | FOUR | rank: 912
cards: 8QQQQ | FOUR | rank: 913
cards: 8KKKK | FOUR | rank: 914
cards: 8A88J | FOUR | rank: 915
cards: 9J959 | FOUR | rank: 916
cards: 9J9Q9 | FOUR | rank: 917
cards: 94999 | FOUR | rank: 918
cards: 97J77 | FOUR | rank: 919
cards: 9979J | FOUR | rank: 920
cards: 99992 | FOUR | rank: 921
cards: 99995 | FOUR | rank: 922
cards: 99T99 | FOUR | rank: 923
cards: 9A999 | FOUR | rank: 924
cards: 9AAAA | FOUR | rank: 925
cards: TJ3TT | FOUR | rank: 926
cards: T33JJ | FOUR | rank: 927
cards: T6666 | FOUR | rank: 928
cards: TTJT2 | FOUR | rank: 929
cards: TT7TT | FOUR | rank: 930
cards: TT9TT | FOUR | rank: 931
cards: TTTT6 | FOUR | rank: 932
cards: TTTTK | FOUR | rank: 933
cards: TTTTA | FOUR | rank: 934
cards: TQJQQ | FOUR | rank: 935
cards: TQTTT | FOUR | rank: 936
cards: TATTJ | FOUR | rank: 937
cards: TAAAJ | FOUR | rank: 938
cards: QJQQ8 | FOUR | rank: 939
cards: QJQQA | FOUR | rank: 940
cards: Q666J | FOUR | rank: 941
cards: Q7777 | FOUR | rank: 942
cards: Q9999 | FOUR | rank: 943
cards: QTTJT | FOUR | rank: 944
cards: QQ2QQ | FOUR | rank: 945
cards: QQ4QQ | FOUR | rank: 946
cards: QQ5QJ | FOUR | rank: 947
cards: QQQQ7 | FOUR | rank: 948
cards: QKJKJ | FOUR | rank: 949
cards: QKKKK | FOUR | rank: 950
cards: QAQQQ | FOUR | rank: 951
cards: K444J | FOUR | rank: 952
cards: K4KKK | FOUR | rank: 953
cards: KTJJK | FOUR | rank: 954
cards: KTKKJ | FOUR | rank: 955
cards: KKJ8J | FOUR | rank: 956
cards: KKQKJ | FOUR | rank: 957
cards: KKK3K | FOUR | rank: 958
cards: KKK7J | FOUR | rank: 959
cards: KKK9K | FOUR | rank: 960
cards: KKKKT | FOUR | rank: 961
cards: AJAKA | FOUR | rank: 962
cards: A4444 | FOUR | rank: 963
cards: A5555 | FOUR | rank: 964
cards: A5AAA | FOUR | rank: 965
cards: A6666 | FOUR | rank: 966
cards: A777J | FOUR | rank: 967
cards: AKKKK | FOUR | rank: 968
cards: AAJ7A | FOUR | rank: 969
cards: AA8AA | FOUR | rank: 970
cards: AAAJ6 | FOUR | rank: 971
cards: AAA3A | FOUR | rank: 972
cards: AAAQA | FOUR | rank: 973
cards: JJJJJ | FIVE | rank: 974
cards: JJ8JJ | FIVE | rank: 975
cards: J2222 | FIVE | rank: 976
cards: J5555 | FIVE | rank: 977
cards: J7J7J | FIVE | rank: 978
cards: J77J7 | FIVE | rank: 979
cards: J9J99 | FIVE | rank: 980
cards: J9999 | FIVE | rank: 981
cards: JQQQJ | FIVE | rank: 982
cards: JAJAA | FIVE | rank: 983
cards: 2J22J | FIVE | rank: 984
cards: 33JJ3 | FIVE | rank: 985
cards: 3333J | FIVE | rank: 986
cards: 4J44J | FIVE | rank: 987
cards: 444J4 | FIVE | rank: 988
cards: 5J5J5 | FIVE | rank: 989
cards: 6J6J6 | FIVE | rank: 990
cards: 666J6 | FIVE | rank: 991
cards: 7J777 | FIVE | rank: 992
cards: 8J88J | FIVE | rank: 993
cards: 88J88 | FIVE | rank: 994
cards: TJTTT | FIVE | rank: 995
cards: TTJJT | FIVE | rank: 996
cards: QQQJQ | FIVE | rank: 997
cards: KKJKJ | FIVE | rank: 998
cards: KKKKJ | FIVE | rank: 999
cards: AJAAA | FIVE | rank: 1000
